REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,EXTRACTION_METHOD,SOURCE,REF_AREA_LABEL,INDICATOR_LABEL,DATA_DATE
NE-3,COWPEA_PROD_T,2023/2024,448864.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Niébé / Production,2026-09-14
NE-4,COWPEA_PROD_T,2023/2024,461374.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Niébé / Production,2026-09-14
NE-5,COWPEA_PROD_T,2023/2024,384911.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Niébé / Production,2026-09-14
NE-6,COWPEA_PROD_T,2023/2024,286434.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Niébé / Production,2026-09-14
NE-7,COWPEA_PROD_T,2023/2024,621088.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Niébé / Production,2026-09-14
NE-8,COWPEA_PROD_T,2023/2024,547643.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Niébé / Production,2026-09-14
_T,COWPEA_PROD_T,2023/2024,2765325.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Niébé / Production,2026-09-14
NE-1,GROUNDNUT_AREA_HA,2023/2024,816.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Arachide / Superficie,2026-09-14
NE-2,GROUNDNUT_AREA_HA,2023/2024,5311.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Arachide / Superficie,2026-09-14
NE-3,GROUNDNUT_AREA_HA,2023/2024,89035.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Arachide / Superficie,2026-09-14
NE-4,GROUNDNUT_AREA_HA,2023/2024,348490.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Arachide / Superficie,2026-09-14
NE-5,GROUNDNUT_AREA_HA,2023/2024,74986.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Arachide / Superficie,2026-09-14
NE-6,GROUNDNUT_AREA_HA,2023/2024,27158.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Arachide / Superficie,2026-09-14
NE-7,GROUNDNUT_AREA_HA,2023/2024,481762.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Arachide / Superficie,2026-09-14
NE-8,GROUNDNUT_AREA_HA,2023/2024,418388.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Arachide / Superficie,2026-09-14
_T,GROUNDNUT_AREA_HA,2023/2024,1445947.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Arachide / Superficie,2026-09-14
NE-1,GROUNDNUT_YIELD_KG_HA,2023/2024,937.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Arachide / Rendement,2026-09-14
NE-2,GROUNDNUT_YIELD_KG_HA,2023/2024,502.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Arachide / Rendement,2026-09-14
NE-3,GROUNDNUT_YIELD_KG_HA,2023/2024,589.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Arachide / Rendement,2026-09-14
NE-4,GROUNDNUT_YIELD_KG_HA,2023/2024,598.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Arachide / Rendement,2026-09-14
NE-5,GROUNDNUT_YIELD_KG_HA,2023/2024,571.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Arachide / Rendement,2026-09-14
NE-6,GROUNDNUT_YIELD_KG_HA,2023/2024,462.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Arachide / Rendement,2026-09-14
NE-7,GROUNDNUT_YIELD_KG_HA,2023/2024,663.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Arachide / Rendement,2026-09-14
NE-8,GROUNDNUT_YIELD_KG_HA,2023/2024,569.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Arachide / Rendement,2026-09-14
_T,GROUNDNUT_YIELD_KG_HA,2023/2024,606.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Arachide / Rendement,2026-09-14
NE-1,GROUNDNUT_PROD_T,2023/2024,765.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Arachide / Production,2026-09-14
NE-2,GROUNDNUT_PROD_T,2023/2024,2665.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Arachide / Production,2026-09-14
NE-3,GROUNDNUT_PROD_T,2023/2024,52401.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Arachide / Production,2026-09-14
NE-4,GROUNDNUT_PROD_T,2023/2024,208359.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Arachide / Production,2026-09-14
NE-5,GROUNDNUT_PROD_T,2023/2024,42833.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Arachide / Production,2026-09-14
NE-6,GROUNDNUT_PROD_T,2023/2024,12551.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Arachide / Production,2026-09-14
NE-7,GROUNDNUT_PROD_T,2023/2024,319233.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Arachide / Production,2026-09-14
NE-8,GROUNDNUT_PROD_T,2023/2024,238100.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Arachide / Production,2026-09-14
_T,GROUNDNUT_PROD_T,2023/2024,876908.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Arachide / Production,2026-09-14
NE-1,SESAME_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Sésame / Superficie,2026-09-14
NE-2,SESAME_AREA_HA,2023/2024,33176.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Sésame / Superficie,2026-09-14
NE-3,SESAME_AREA_HA,2023/2024,5444.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Sésame / Superficie,2026-09-14
NE-4,SESAME_AREA_HA,2023/2024,48556.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Sésame / Superficie,2026-09-14
NE-5,SESAME_AREA_HA,2023/2024,4127.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Sésame / Superficie,2026-09-14
NE-6,SESAME_AREA_HA,2023/2024,8770.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Sésame / Superficie,2026-09-14
NE-7,SESAME_AREA_HA,2023/2024,60406.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Sésame / Superficie,2026-09-14
NE-8,SESAME_AREA_HA,2023/2024,139616.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Sésame / Superficie,2026-09-14
_T,SESAME_AREA_HA,2023/2024,300095.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Sésame / Superficie,2026-09-14
NE-1,SESAME_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Sésame / Rendement,2026-09-14
NE-2,SESAME_YIELD_KG_HA,2023/2024,613.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Sésame / Rendement,2026-09-14
NE-3,SESAME_YIELD_KG_HA,2023/2024,540.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Sésame / Rendement,2026-09-14
NE-4,SESAME_YIELD_KG_HA,2023/2024,527.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Sésame / Rendement,2026-09-14
NE-5,SESAME_YIELD_KG_HA,2023/2024,521.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Sésame / Rendement,2026-09-14
NE-6,SESAME_YIELD_KG_HA,2023/2024,333.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Sésame / Rendement,2026-09-14
NE-7,SESAME_YIELD_KG_HA,2023/2024,447.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Sésame / Rendement,2026-09-14
NE-8,SESAME_YIELD_KG_HA,2023/2024,511.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Sésame / Rendement,2026-09-14
_T,SESAME_YIELD_KG_HA,2023/2024,508.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Sésame / Rendement,2026-09-14
NE-1,SESAME_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Sésame / Production,2026-09-14
NE-2,SESAME_PROD_T,2023/2024,20338.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Sésame / Production,2026-09-14
NE-3,SESAME_PROD_T,2023/2024,2939.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Sésame / Production,2026-09-14
NE-4,SESAME_PROD_T,2023/2024,25608.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Sésame / Production,2026-09-14
NE-5,SESAME_PROD_T,2023/2024,2152.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Sésame / Production,2026-09-14
NE-6,SESAME_PROD_T,2023/2024,2919.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Sésame / Production,2026-09-14
NE-7,SESAME_PROD_T,2023/2024,26987.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Sésame / Production,2026-09-14
NE-8,SESAME_PROD_T,2023/2024,71408.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Sésame / Production,2026-09-14
_T,SESAME_PROD_T,2023/2024,152351.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Sésame / Production,2026-09-14
NE-1,TIGER_NUT_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Souchet / Superficie,2026-09-14
NE-2,TIGER_NUT_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Souchet / Superficie,2026-09-14
NE-3,TIGER_NUT_AREA_HA,2023/2024,26.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Souchet / Superficie,2026-09-14
NE-4,TIGER_NUT_AREA_HA,2023/2024,32399.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Souchet / Superficie,2026-09-14
NE-5,TIGER_NUT_AREA_HA,2023/2024,134.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Souchet / Superficie,2026-09-14
NE-6,TIGER_NUT_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Souchet / Superficie,2026-09-14
NE-7,TIGER_NUT_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Souchet / Superficie,2026-09-14
NE-8,TIGER_NUT_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Souchet / Superficie,2026-09-14
_T,TIGER_NUT_AREA_HA,2023/2024,32559.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Souchet / Superficie,2026-09-14
NE-1,TIGER_NUT_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Souchet / Rendement,2026-09-14
NE-2,TIGER_NUT_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Souchet / Rendement,2026-09-14
NE-3,TIGER_NUT_YIELD_KG_HA,2023/2024,690.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Souchet / Rendement,2026-09-14
NE-4,TIGER_NUT_YIELD_KG_HA,2023/2024,2820.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Souchet / Rendement,2026-09-14
NE-5,TIGER_NUT_YIELD_KG_HA,2023/2024,1982.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Souchet / Rendement,2026-09-14
NE-6,TIGER_NUT_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Souchet / Rendement,2026-09-14
NE-7,TIGER_NUT_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Souchet / Rendement,2026-09-14
NE-8,TIGER_NUT_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Souchet / Rendement,2026-09-14
_T,TIGER_NUT_YIELD_KG_HA,2023/2024,2815.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Souchet / Rendement,2026-09-14
NE-1,TIGER_NUT_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Souchet / Production,2026-09-14
NE-2,TIGER_NUT_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Souchet / Production,2026-09-14
NE-3,TIGER_NUT_PROD_T,2023/2024,18.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Souchet / Production,2026-09-14
NE-4,TIGER_NUT_PROD_T,2023/2024,91376.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Souchet / Production,2026-09-14
NE-5,TIGER_NUT_PROD_T,2023/2024,266.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Souchet / Production,2026-09-14
NE-6,TIGER_NUT_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Souchet / Production,2026-09-14
NE-7,TIGER_NUT_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Souchet / Production,2026-09-14
NE-8,TIGER_NUT_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Souchet / Production,2026-09-14
_T,TIGER_NUT_PROD_T,2023/2024,91660.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Souchet / Production,2026-09-14
NE-1,BAMBARA_NUT_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Voandzou / Superficie,2026-09-14
NE-2,BAMBARA_NUT_AREA_HA,2023/2024,850.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Voandzou / Superficie,2026-09-14
NE-3,BAMBARA_NUT_AREA_HA,2023/2024,50698.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Voandzou / Superficie,2026-09-14
NE-4,BAMBARA_NUT_AREA_HA,2023/2024,11042.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Voandzou / Superficie,2026-09-14
NE-5,BAMBARA_NUT_AREA_HA,2023/2024,6129.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Voandzou / Superficie,2026-09-14
NE-6,BAMBARA_NUT_AREA_HA,2023/2024,3909.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Voandzou / Superficie,2026-09-14
NE-7,BAMBARA_NUT_AREA_HA,2023/2024,1536.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Voandzou / Superficie,2026-09-14
NE-8,BAMBARA_NUT_AREA_HA,2023/2024,16.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Voandzou / Superficie,2026-09-14
_T,BAMBARA_NUT_AREA_HA,2023/2024,74179.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Voandzou / Superficie,2026-09-14
NE-1,BAMBARA_NUT_YIELD_KG_HA,2023/2024,0.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Voandzou / Rendement,2026-09-14
NE-2,BAMBARA_NUT_YIELD_KG_HA,2023/2024,266.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Voandzou / Rendement,2026-09-14
NE-3,BAMBARA_NUT_YIELD_KG_HA,2023/2024,635.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Voandzou / Rendement,2026-09-14
NE-4,BAMBARA_NUT_YIELD_KG_HA,2023/2024,644.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Voandzou / Rendement,2026-09-14
NE-5,BAMBARA_NUT_YIELD_KG_HA,2023/2024,562.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Voandzou / Rendement,2026-09-14
NE-6,BAMBARA_NUT_YIELD_KG_HA,2023/2024,537.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Voandzou / Rendement,2026-09-14
NE-7,BAMBARA_NUT_YIELD_KG_HA,2023/2024,633.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Voandzou / Rendement,2026-09-14
NE-8,BAMBARA_NUT_YIELD_KG_HA,2023/2024,617.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Voandzou / Rendement,2026-09-14
_T,BAMBARA_NUT_YIELD_KG_HA,2023/2024,621.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Voandzou / Rendement,2026-09-14
NE-1,BAMBARA_NUT_PROD_T,2023/2024,0.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Voandzou / Production,2026-09-14
NE-2,BAMBARA_NUT_PROD_T,2023/2024,226.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Voandzou / Production,2026-09-14
NE-3,BAMBARA_NUT_PROD_T,2023/2024,32183.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Voandzou / Production,2026-09-14
NE-4,BAMBARA_NUT_PROD_T,2023/2024,7108.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Voandzou / Production,2026-09-14
NE-5,BAMBARA_NUT_PROD_T,2023/2024,3441.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Voandzou / Production,2026-09-14
NE-6,BAMBARA_NUT_PROD_T,2023/2024,2101.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Voandzou / Production,2026-09-14
NE-7,BAMBARA_NUT_PROD_T,2023/2024,972.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Voandzou / Production,2026-09-14
NE-8,BAMBARA_NUT_PROD_T,2023/2024,10.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Voandzou / Production,2026-09-14
_T,BAMBARA_NUT_PROD_T,2023/2024,46042.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Voandzou / Production,2026-09-14
NE-1,SORREL_AREA_HA,2023/2024,71.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Oseille / Superficie,2026-09-14
NE-2,SORREL_AREA_HA,2023/2024,991.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Oseille / Superficie,2026-09-14
NE-3,SORREL_AREA_HA,2023/2024,30178.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Oseille / Superficie,2026-09-14
NE-4,SORREL_AREA_HA,2023/2024,61598.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Oseille / Superficie,2026-09-14
NE-5,SORREL_AREA_HA,2023/2024,1096.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Oseille / Superficie,2026-09-14
NE-6,SORREL_AREA_HA,2023/2024,22563.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Oseille / Superficie,2026-09-14
NE-7,SORREL_AREA_HA,2023/2024,15814.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Oseille / Superficie,2026-09-14
NE-8,SORREL_AREA_HA,2023/2024,143.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Oseille / Superficie,2026-09-14
_T,SORREL_AREA_HA,2023/2024,132454.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Oseille / Superficie,2026-09-14
NE-1,SORREL_YIELD_KG_HA,2023/2024,516.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Oseille / Rendement,2026-09-14
NE-2,SORREL_YIELD_KG_HA,2023/2024,322.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Oseille / Rendement,2026-09-14
NE-3,SORREL_YIELD_KG_HA,2023/2024,603.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Oseille / Rendement,2026-09-14
NE-4,SORREL_YIELD_KG_HA,2023/2024,509.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Oseille / Rendement,2026-09-14
NE-5,SORREL_YIELD_KG_HA,2023/2024,498.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Oseille / Rendement,2026-09-14
NE-6,SORREL_YIELD_KG_HA,2023/2024,550.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Oseille / Rendement,2026-09-14
NE-7,SORREL_YIELD_KG_HA,2023/2024,446.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Oseille / Rendement,2026-09-14
NE-8,SORREL_YIELD_KG_HA,2023/2024,471.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Oseille / Rendement,2026-09-14
_T,SORREL_YIELD_KG_HA,2023/2024,529.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Oseille / Rendement,2026-09-14
NE-1,SORREL_PROD_T,2023/2024,37.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Oseille / Production,2026-09-14
NE-2,SORREL_PROD_T,2023/2024,319.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Oseille / Production,2026-09-14
NE-3,SORREL_PROD_T,2023/2024,18200.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Oseille / Production,2026-09-14
NE-4,SORREL_PROD_T,2023/2024,31381.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Oseille / Production,2026-09-14
NE-5,SORREL_PROD_T,2023/2024,546.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Oseille / Production,2026-09-14
NE-6,SORREL_PROD_T,2023/2024,12415.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Oseille / Production,2026-09-14
NE-7,SORREL_PROD_T,2023/2024,7058.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Oseille / Production,2026-09-14
NE-8,SORREL_PROD_T,2023/2024,67.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Oseille / Production,2026-09-14
_T,SORREL_PROD_T,2023/2024,70023.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Oseille / Production,2026-09-14
NE-1,OKRA_AREA_HA,2023/2024,85.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Gombo / Superficie,2026-09-14
NE-2,OKRA_AREA_HA,2023/2024,241.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Gombo / Superficie,2026-09-14
NE-3,OKRA_AREA_HA,2023/2024,1079.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Gombo / Superficie,2026-09-14
NE-4,OKRA_AREA_HA,2023/2024,2057.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Gombo / Superficie,2026-09-14
NE-5,OKRA_AREA_HA,2023/2024,4587.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Gombo / Superficie,2026-09-14
NE-6,OKRA_AREA_HA,2023/2024,11154.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Gombo / Superficie,2026-09-14
NE-7,OKRA_AREA_HA,2023/2024,66131.0,ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Gombo / Superficie,2026-09-14
NE-8,OKRA_AREA_HA,2023/2024,16.0,ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Gombo / Superficie,2026-09-14
_T,OKRA_AREA_HA,2023/2024,85349.0,ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Gombo / Superficie,2026-09-14
NE-1,OKRA_YIELD_KG_HA,2023/2024,4586.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Gombo / Rendement,2026-09-14
NE-2,OKRA_YIELD_KG_HA,2023/2024,814.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Gombo / Rendement,2026-09-14
NE-3,OKRA_YIELD_KG_HA,2023/2024,548.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Gombo / Rendement,2026-09-14
NE-4,OKRA_YIELD_KG_HA,2023/2024,743.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Gombo / Rendement,2026-09-14
NE-5,OKRA_YIELD_KG_HA,2023/2024,633.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Gombo / Rendement,2026-09-14
NE-6,OKRA_YIELD_KG_HA,2023/2024,362.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Gombo / Rendement,2026-09-14
NE-7,OKRA_YIELD_KG_HA,2023/2024,1778.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Gombo / Rendement,2026-09-14
NE-8,OKRA_YIELD_KG_HA,2023/2024,701.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Gombo / Rendement,2026-09-14
_T,OKRA_YIELD_KG_HA,2023/2024,1491.0,kg/ha,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Gombo / Rendement,2026-09-14
NE-1,OKRA_PROD_T,2023/2024,390.0,t,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Gombo / Production,2026-09-14
NE-2,OKRA_PROD_T,2023/2024,196.0,t,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Gombo / Production,2026-09-14
NE-3,OKRA_PROD_T,2023/2024,592.0,t,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Gombo / Production,2026-09-14
NE-4,OKRA_PROD_T,2023/2024,1527.0,t,A,pdfplumber,bulletin_1T24.pdf,MARADI,Gombo / Production,2026-09-14
NE-5,OKRA_PROD_T,2023/2024,2905.0,t,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Gombo / Production,2026-09-14
NE-6,OKRA_PROD_T,2023/2024,4035.0,t,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Gombo / Production,2026-09-14
NE-7,OKRA_PROD_T,2023/2024,117599.0,t,A,pdfplumber,bulletin_1T24.pdf,ZINDER,Gombo / Production,2026-09-14
NE-8,OKRA_PROD_T,2023/2024,11.0,t,A,pdfplumber,bulletin_1T24.pdf,NIAMEY.,Gombo / Production,2026-09-14
_T,OKRA_PROD_T,2023/2024,127255.0,t,A,pdfplumber,bulletin_1T24.pdf,ENSEMBLE,Gombo / Production,2026-09-14
NE-1,ONION_AREA_HA,2023/2024,3251.0,ha,A,pdfplumber,bulletin_1T24.pdf,AGADEZ,Oignon / Superficie,2026-09-14
NE-2,ONION_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,DIFFA,Oignon / Superficie,2026-09-14
NE-3,ONION_AREA_HA,2023/2024,414.0,ha,A,pdfplumber,bulletin_1T24.pdf,DOSSO,Oignon / Superficie,2026-09-14
NE-4,ONION_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,MARADI,Oignon / Superficie,2026-09-14
NE-5,ONION_AREA_HA,2023/2024,774.0,ha,A,pdfplumber,bulletin_1T24.pdf,TAHOUA,Oignon / Superficie,2026-09-14
NE-6,ONION_AREA_HA,2023/2024,0.0,ha,A,pdfplumber,bulletin_1T24.pdf,TILLABERY,Oignon / Superficie,2026-09-14
